,Participant,Condition,Music,mQoM,aware_body,aware_movement,aware_others_moving,Motion_seen,Motion_seen_Max
93,BEQ101,Virtual,Bach,0.10887583347645605,Rarely,Yes and I moved a normal amount,Not aware of others' movement,,
94,BEQ102,Virtual,Bach,0.11828953804807346,Intermittently,Yes and I moved less than usual,Not aware of others' movement,,
95,BEQ103,Virtual,Bach,0.05251106423342278,Rarely,Yes and I moved a normal amount,Not aware of others' movement,,
96,BEQ104,Virtual,Bach,0.0730543015767581,Continuously,Yes and I moved a normal amount,Not aware of others' movement,,
97,BEQ105,Virtual,Bach,0.08481098800246005,Rarely,Yes and I moved less than usual,Not aware of others' movement,,
98,BEQ106,Virtual,Bach,0.2345941549417832,Rarely,Yes and I moved less than usual,Yes and they moved less than usual,,
99,BEQ107,Virtual,Bach,0.07401537436100046,Intermittently,Yes and I moved more than usual,Not aware of others' movement,,
100,BEQ108,Virtual,Bach,0.11802735744817407,Rarely,Yes and I moved less than usual,Not aware of others' movement,,
101,BEQ109,Virtual,Bach,0.0722227130553117,Rarely,Not aware of movement,,,
102,BEQ110,Virtual,Bach,0.009033374175975618,Rarely,Not aware of movement,,,
103,BEQ111,Virtual,Bach,0.3415255221853363,Intermittently,Yes and I moved less than usual,Not aware of others' movement,,
104,BEQ112,Virtual,Bach,0.09282651922899808,Intermittently,Yes and I moved a normal amount,Not aware of others' movement,,
105,BEQ113,Virtual,Bach,,,,,,
106,BEQ114,Virtual,Bach,,,,,,
107,BEQ115,Virtual,Bach,0.1619265075875024,Rarely,Not aware of movement,Not aware of others' movement,,
108,BEQ116,Virtual,Bach,,,,,,
109,BEQ117,Virtual,Bach,,,,,,
110,BEQ118,Virtual,Bach,,,,,,
111,BEQ119,Virtual,Bach,0.04382136074801412,,,,,
0,ADQ001,Hall,Folk,0.09335358045238651,Continuously,Yes and I moved more than usual,Yes and they moved more than usual,0.1996394690295513,0.1996394690295513
1,ADQ002,Hall,Folk,0.11209624780527683,Intermittently,Yes and I moved more than usual,Yes and they moved more than usual,0.09124720250934318,0.11398778397288807
2,ADQ003,Hall,Folk,0.1255174919932455,Intermittently,Yes and I moved less than usual,Yes and they moved less than usual,0.15527490906027314,0.18717727627701586
3,ADQ004,Hall,Folk,0.17892072211143098,Intermittently,Yes and I moved more than usual,Yes and they moved more than usual,0.11985552449645193,0.12887017067518533
4,ADQ005,Hall,Folk,0.10611576129158444,Rarely,Yes and I moved a normal amount,Yes and they moved less than usual,0.09890938801710042,0.09890938801710042
5,ADQ006,Hall,Folk,0.10703875627880684,Rarely,Yes and I moved more than usual,Yes and they moved more than usual,0.11401291879536468,0.14379372763937193
6,ADQ007,Hall,Folk,0.12854400951038472,Continuously,Yes and I moved more than usual,Yes and they moved more than usual,0.11232791642711135,0.16603683254978122
7,ADQ008,Hall,Folk,0.11460464222683764,Intermittently,Yes and I moved a normal amount,Yes and they moved a normal amount,0.10745336181895307,0.10788366022836328
8,ADQ009,Hall,Folk,0.08158932774600511,Intermittently,Yes and I moved a normal amount,Yes and they moved a normal amount,0.08893947470375224,0.11398778397288807
9,ADQ010,Hall,Folk,0.18717727627701586,Intermittently,Yes and I moved a normal amount,Yes and they moved more than usual,0.1864592882790063,0.30676174797808003
10,ADQ011,Hall,Folk,0.11313469327784058,Rarely,Not aware of movement,Yes and they moved less than usual,0.1102866902541274,0.16603683254978122
11,ADQ012,Hall,Folk,0.10125045110731788,Intermittently,Yes and I moved a normal amount,Not aware of others' movement,0.09537436972455943,0.11209624780527683
12,ADQ013,Hall,Folk,0.05943408107512314,Not at all,Not aware of movement,Not aware of others' movement,0.12851984867589322,0.1925571486016776
13,ADQ014,Hall,Folk,0.1877853523850691,Rarely,Yes and I moved a normal amount,Yes and they moved more than usual,0.1666243915036194,0.23971547436116794
14,ADQ015,Hall,Folk,0.12983022566998914,Continuously,Yes and I moved more than usual,Not aware of others' movement,0.11790511508654551,0.1925571486016776
15,ADQ016,Hall,Folk,0.24181519203157179,Continuously,Yes and I moved more than usual,Not aware of others' movement,0.10363477019697204,0.10836015237684365
16,ADQ017,Hall,Folk,0.07227592000394684,Intermittently,Not aware of movement,Yes and they moved less than usual,0.10667334945629736,0.11209624780527683
17,ADQ018,Hall,Folk,0.30676174797808003,Intermittently,Yes and I moved less than usual,Yes and they moved a normal amount,0.15713795057135463,0.18717727627701586
18,ADQ019,Hall,Folk,0.10990397772027088,Rarely,Not aware of movement,Not aware of others' movement,0.08492458533364353,0.11398778397288807
19,ADQ020,Hall,Folk,0.19255647245520713,Intermittently,Yes and I moved more than usual,Yes and they moved more than usual,,
20,ADQ021,Hall,Folk,,Rarely,Yes and I moved more than usual,Yes and they moved a normal amount,0.12486919454620178,0.1838331112450256
21,ADQ022,Hall,Folk,0.08691688286843419,Rarely,Yes and I moved a normal amount,Not aware of others' movement,0.08574875660307282,0.11313469327784058
22,ADQ023,Hall,Folk,0.11533671025411733,Rarely,Yes and I moved a normal amount,Yes and they moved more than usual,0.11124693413692784,0.14379372763937193
23,ADQ024,Hall,Folk,0.1996394690295513,Intermittently,Yes and I moved a normal amount,Yes and they moved a normal amount,0.09335358045238651,0.09335358045238651
24,ADQ025,Hall,Folk,0.1925571486016776,Intermittently,Yes and I moved a normal amount,Not aware of others' movement,0.11448260062459234,0.16603683254978122
25,ADQ026,Hall,Folk,0.15942655012532927,Continuously,Yes and I moved a normal amount,Yes and they moved more than usual,0.13179362087320512,0.17673487936788548
26,ADQ027,Hall,Folk,0.16603683254978122,Continuously,Yes and I moved a normal amount,Not aware of others' movement,0.12671898517122449,0.1925571486016776
27,ADQ028,Hall,Folk,0.1045341043757949,Continuously,Yes and I moved more than usual,Yes and they moved more than usual,0.10262926320347587,0.10262926320347587
28,ADQ029,Hall,Folk,0.11093854650724798,Rarely,Not aware of movement,Yes and they moved more than usual,0.05943408107512314,0.05943408107512314
29,ADQ030,Hall,Folk,0.1227626705604221,Intermittently,Yes and I moved less than usual,Not aware of others' movement,0.1028116964918953,0.12404938852587588
30,ADQ031,Hall,Folk,0.08290831849260477,Intermittently,Yes and I moved more than usual,Yes and they moved more than usual,0.11118773326646209,0.11533671025411733
31,ADQ032,Hall,Folk,,Rarely,Yes and I moved a normal amount,Yes and they moved a normal amount,0.1126420611603767,0.11434557581350542
32,ADQ033,Hall,Folk,0.1179939572001098,Not at all,Yes and I moved more than usual,Yes and they moved more than usual,0.14808625287875335,0.2058877700704643
33,ADQ034,Hall,Folk,0.10262926320347587,Rarely,Yes and I moved more than usual,Yes and they moved more than usual,0.11884177801753189,0.1925571486016776
34,ADQ035,Hall,Folk,0.1163045433672843,Rarely,Yes and I moved a normal amount,Yes and they moved more than usual,0.14379372763937193,0.14379372763937193
35,ADQ036,Hall,Folk,0.05836281992830506,Rarely,Yes and I moved more than usual,Yes and they moved more than usual,0.10885400961804885,0.12983022566998914
36,ADQ037,Hall,Folk,0.12887017067518533,Intermittently,Yes and I moved more than usual,,0.12452181848478146,0.17892072211143098
37,ADQ038,Hall,Folk,0.10702306340954286,Rarely,Yes and I moved more than usual,Yes and they moved more than usual,0.11460464222683764,0.11460464222683764
38,ADQ039,Hall,Folk,0.14254168327582603,Rarely,Yes and I moved more than usual,Yes and they moved more than usual,0.11647867860146573,0.16603683254978122
39,ADQ040,Hall,Folk,0.06885602147610054,Intermittently,Yes and I moved a normal amount,Not aware of others' movement,0.10084489390289311,0.10664405939707555
40,ADQ041,Hall,Folk,0.17673487936788548,Intermittently,Yes and I moved a normal amount,Yes and they moved less than usual,0.12313945625192703,0.15942655012532927
41,ADQ042,Hall,Folk,0.1535136407526147,Not at all,Yes and I moved a normal amount,Yes and they moved a normal amount,0.14721470589107233,0.1877853523850691
42,ADQ043,Hall,Folk,0.12790301298695242,Rarely,Yes and I moved a normal amount,Yes and they moved a normal amount,0.1255174919932455,0.1255174919932455
43,ADQ044,Hall,Folk,0.09504572840871067,Intermittently,Yes and I moved a normal amount,Yes and they moved a normal amount,0.11010044733880935,0.14709974472682208
44,ADQ045,Hall,Folk,0.09518380994348362,Continuously,Yes and I moved more than usual,Yes and they moved more than usual,0.11899995634049157,0.16603683254978122
45,ADQ046,Hall,Folk,0.09028473568704239,Intermittently,Yes and I moved a normal amount,Not aware of others' movement,0.1179939572001098,0.1179939572001098
46,ADQ047,Hall,Folk,0.1270986248656934,Intermittently,Yes and I moved more than usual,Yes and they moved more than usual,0.18195416715629625,0.30676174797808003
47,ADQ048,Hall,Folk,0.08193522650019334,Intermittently,Yes and I moved a normal amount,Yes and they moved a normal amount,0.0963143705018395,0.11244587465243351
48,ADQ049,Hall,Folk,0.23971547436116794,Continuously,Yes and I moved more than usual,Yes and they moved more than usual,0.14721470589107233,0.1877853523850691
49,ADQ050,Hall,Folk,0.10551795181225769,Intermittently,Yes and I moved a normal amount,Not aware of others' movement,0.0861522049817931,0.0861522049817931
50,ADQ051,Hall,Folk,0.09890938801710042,Rarely,Not aware of movement,Not aware of others' movement,0.1415653252084348,0.24181519203157179
51,ADQ052,Hall,Folk,0.14379372763937193,Rarely,Yes and I moved a normal amount,Not aware of others' movement,0.11289333663340283,0.1163045433672843
52,ADQ053,Hall,Folk,0.10836015237684365,Intermittently,Yes and I moved more than usual,Yes and they moved a normal amount,0.15923216945538293,0.24181519203157179
53,ADQ054,Hall,Folk,0.11434557581350542,Rarely,Yes and I moved a normal amount,Not aware of others' movement,0.09504572840871067,0.09504572840871067
54,ADQ055,Hall,Folk,0.2058877700704643,Intermittently,Yes and I moved more than usual,Yes and they moved more than usual,0.1179939572001098,0.1179939572001098
55,ADQ056,Hall,Folk,0.12404938852587588,Rarely,Yes and I moved a normal amount,Not aware of others' movement,0.1227626705604221,0.1227626705604221
56,ADQ057,Hall,Folk,0.14709974472682208,Continuously,Yes and I moved more than usual,Yes and they moved more than usual,0.09504572840871067,0.09504572840871067
57,ADQ058,Hall,Folk,0.1353991588839395,Intermittently,Yes and I moved more than usual,Not aware of others' movement,0.08685236237852478,0.08685236237852478
58,ADQ059,Hall,Folk,0.10175094136445463,Intermittently,Yes and I moved a normal amount,Not aware of others' movement,0.10667334945629736,0.11209624780527683
59,ADQ060,Hall,Folk,0.10788366022836328,Intermittently,Yes and I moved more than usual,Yes and they moved more than usual,0.11460464222683764,0.11460464222683764
60,ADQ061,Hall,Folk,0.08189203249997046,Rarely,Not aware of movement,Not aware of others' movement,0.0884374469091897,0.10990397772027088
61,ADQ062,Hall,Folk,0.11244587465243351,Continuously,Yes and I moved more than usual,Not aware of others' movement,0.11767415216926153,0.16603683254978122
62,ADQ063,Hall,Folk,0.09951443643816078,Intermittently,Yes and I moved a normal amount,Not aware of others' movement,0.1094775094307642,0.16603683254978122
63,ADQ064,Hall,Folk,0.10664405939707555,,,,0.14186091401001508,0.23971547436116794
64,ADQ065,Hall,Folk,,Intermittently,Yes and I moved a normal amount,Not aware of others' movement,0.13911751488014373,0.1925571486016776
65,ADQ066,Hall,Folk,,Rarely,Yes and I moved more than usual,Yes and they moved more than usual,0.10884808420962014,0.14379372763937193
66,ADR067,Hall,Folk,0.0801828663512455,Intermittently,Yes and I moved less than usual,Yes and they moved less than usual,0.10275953564936646,0.14254168327582603
67,ADR068,Hall,Folk,0.11623040813473033,Intermittently,Not aware of movement,Not aware of others' movement,,
68,ADR069,Hall,Folk,0.10517891082092495,Intermittently,Yes and I moved more than usual,Yes and they moved more than usual,0.134485049975331,0.17892072211143098
69,ADR070,Hall,Folk,0.09926007522186635,Intermittently,Yes and I moved more than usual,Yes and they moved more than usual,0.08220482873095114,0.09951443643816078
70,ADR071,Hall,Folk,0.0861522049817931,Intermittently,Not aware of movement,Not aware of others' movement,0.10551795181225769,0.10551795181225769
71,AEQ077,Hall,Folk,,Intermittently,Yes and I moved more than usual,Yes and they moved a normal amount,0.09978398082901226,0.1179939572001098
72,AEQ078,Hall,Folk,,Continuously,Yes and I moved a normal amount,Yes and they moved more than usual,0.20701254970692975,0.30676174797808003
73,AEQ079,Hall,Folk,0.0648952210237415,Intermittently,Yes and I moved less than usual,Yes and they moved less than usual,0.0982790623135865,0.11398778397288807
74,AEQ080,Hall,Folk,0.10079845123482238,Intermittently,Yes and I moved more than usual,Yes and they moved more than usual,0.13342479851262887,0.1838331112450256
75,AEQ081,Hall,Folk,0.13914469024908124,Intermittently,Yes and I moved more than usual,Yes and they moved more than usual,0.12344939239672122,0.1838331112450256
76,AEQ082,Hall,Folk,0.09100461686562648,Continuously,Yes and I moved more than usual,Yes and they moved more than usual,0.12439792391506384,0.13914469024908124
77,AEQ083,Hall,Folk,0.1838331112450256,Continuously,Yes and I moved more than usual,Yes and they moved more than usual,0.1199715707419518,0.13914469024908124
78,AEQ084,Hall,Folk,,Rarely,Yes and I moved less than usual,Yes and they moved more than usual,0.08207764812280392,0.09926007522186635
79,AEQ085,Hall,Folk,0.42675763394860394,Rarely,Yes and I moved a normal amount,Not aware of others' movement,,
80,AEQ086,Hall,Folk,0.08685236237852478,Continuously,Yes and I moved less than usual,Yes and they moved a normal amount,0.15718686279238475,0.17673487936788548
81,AEQ087,Hall,Folk,0.06697091609810853,Intermittently,Yes and I moved a normal amount,Yes and they moved a normal amount,0.09313289042455375,0.11209624780527683
82,AEQ088,Hall,Folk,0.08157400445791471,Rarely,Yes and I moved a normal amount,Not aware of others' movement,0.1227626705604221,0.1227626705604221
83,AEQ089,Hall,Folk,0.11753189627576059,Intermittently,Yes and I moved a normal amount,Yes and they moved a normal amount,0.09985391962596141,0.10079845123482238
84,AER090,Hall,Folk,0.11398778397288807,Intermittently,Yes and I moved a normal amount,Not aware of others' movement,0.09212119357382358,0.11209624780527683
85,BDQ092,Virtual,Folk,0.10851802609945545,,,,,
86,BDQ093,Virtual,Folk,,,,,,
87,BEQ095,Virtual,Folk,0.10214238194385068,Continuously,Yes and I moved a normal amount,Not aware of others' movement,,
88,BEQ096,Virtual,Folk,0.09005228271408554,Intermittently,Yes and I moved a normal amount,Not aware of others' movement,,
89,BEQ097,Virtual,Folk,0.1267586089695469,Intermittently,Yes and I moved a normal amount,Yes and they moved less than usual,,
90,BEQ098,Virtual,Folk,0.14179401333099192,Continuously,Yes and I moved a normal amount,Not aware of others' movement,,
91,BEQ099,Virtual,Folk,0.09144377780281354,Rarely,Yes and I moved a normal amount,Not aware of others' movement,,
92,BEQ100,Virtual,Folk,0.11476747445665898,Rarely,Not aware of movement,Not aware of others' movement,,
93,BEQ101,Virtual,Folk,0.12646522751748687,Intermittently,Yes and I moved a normal amount,Yes and they moved more than usual,,
94,BEQ102,Virtual,Folk,0.11476421966795801,Intermittently,Yes and I moved a normal amount,Not aware of others' movement,,
95,BEQ103,Virtual,Folk,0.2562458029073968,Rarely,Yes and I moved more than usual,Not aware of others' movement,,
96,BEQ104,Virtual,Folk,0.20960422985238034,Intermittently,Yes and I moved a normal amount,Not aware of others' movement,,
97,BEQ105,Virtual,Folk,0.08087157554474379,Rarely,Yes and I moved a normal amount,Not aware of others' movement,,
98,BEQ106,Virtual,Folk,0.4856712548886049,Intermittently,Yes and I moved more than usual,Yes and they moved more than usual,,
99,BEQ107,Virtual,Folk,0.10493478686512003,Intermittently,Yes and I moved more than usual,Not aware of others' movement,,
100,BEQ108,Virtual,Folk,0.15143402434083855,Rarely,Yes and I moved more than usual,Yes and they moved a normal amount,,
101,BEQ109,Virtual,Folk,0.12385663760303506,Rarely,Yes and I moved a normal amount,,,
102,BEQ110,Virtual,Folk,0.13418402637381274,Continuously,Yes and I moved more than usual,,,
103,BEQ111,Virtual,Folk,0.2323671908509101,,,,,
104,BEQ112,Virtual,Folk,0.15582775841725635,Intermittently,Yes and I moved a normal amount,Not aware of others' movement,,
105,BEQ113,Virtual,Folk,0.13066609525922027,Intermittently,Yes and I moved a normal amount,Not aware of others' movement,,
106,BEQ114,Virtual,Folk,,,,,,
107,BEQ115,Virtual,Folk,0.27016270635757345,,,,,
108,BEQ116,Virtual,Folk,1.0295485820269727,,,,,
109,BEQ117,Virtual,Folk,,,,,,
110,BEQ118,Virtual,Folk,,,,,,
111,BEQ119,Virtual,Folk,,,,,,
