,0
57.4,0.055927227394339675
57.5,0.06452915156687994
57.6,0.07499999349938657
57.7,0.0659695246839846
57.8,0.079056937391955
57.9,0.06759349949044387
58.0,0.07319571002711454
58.1,0.06227792266142492
58.2,0.059029379477584014
58.3,0.05352420077800038
58.4,0.05333332639449573
58.5,0.0601497181983078
58.6,0.0599659513895925
58.7,0.07058822917054286
58.8,0.06731454921378226
58.9,0.06643841194217029
59.0,0.07071066891414415
59.1,0.07058822916784702
59.2,0.06196611971006456
59.3,0.052659478805158644
59.4,0.05931709814792693
59.5,0.06685637886126104
59.6,0.07271931465577967
59.7,0.06666666087775308
59.8,0.0639178782347613
59.9,0.05233547027544405
60.0,0.05950773922270028
60.1,0.06398450233267607
60.2,0.05808072246586367
60.3,0.06651058771023734
60.4,0.051900509714333645
60.5,0.062234732587547505
60.6,0.06252858764149405
60.7,0.06469816151949795
60.8,0.05944154838758468
60.9,0.0642249886123487
61.0,0.07813130192298892
61.1,0.05823233183513369
61.2,0.06264216095315689
61.3,0.07097794715460086
61.4,0.060468141105866416
61.5,0.06926147968915115
61.6,0.06919136253694914
61.7,0.08235294731660803
61.8,0.0741720668680055
61.9,0.061067288961609824
62.0,0.06727280469572082
62.1,0.07078908150059068
62.2,0.06637730581187143
62.3,0.06360295384662074
62.4,0.058943283193016394
62.5,0.06217386316380755
62.6,0.05833605995479045
62.7,0.05664669039724027
62.8,0.06679286186239981
62.9,0.06938295985286405
63.0,0.06259979734378633
63.1,0.06129190783760982
63.2,0.06003951020695068
63.3,0.06314514959074066
63.4,0.05588308303749367
63.5,0.061898038107469654
63.6,0.05625000653417267
63.7,0.05081519252717863
63.8,0.0625000065358563
63.9,0.0727200752889839
64.0,0.058298418052141594
64.1,0.06165111079123948
64.2,0.06395571407412894
64.3,0.0668977389118838
64.4,0.06567163342312499
64.5,0.05658338071479488
64.6,0.06623137678431257
64.7,0.06484026095858172
64.8,0.07212606135182459
64.9,0.06174461832515303
65.0,0.0624388771519612
65.1,0.058453259407826176
65.2,0.05649128931177607
65.3,0.06982555996514647
65.4,0.05233881734015487
65.5,0.05885406438426387
65.6,0.05577737266683482
65.7,0.06397813753046414
65.8,0.06190779667664556
65.9,0.05414135703740598
66.0,0.059689393781794164
66.1,0.05072948184310851
66.2,0.0470295242425606
66.3,0.05987781639494521
66.4,0.0654089431765452
66.5,0.055141619096914875
66.6,0.06663406195469546
66.7,0.05000001310418156
66.8,0.06733419628040838
66.9,0.062436937737603816
67.0,0.06272987485609949
67.1,0.060348384446555346
67.2,0.052881055380890454
67.3,0.05473090122618669
67.4,0.06545696387797668
67.5,0.0605468808165787
67.6,0.07071067811865506
67.7,0.060628854938203
67.8,0.0582323318861276
67.9,0.05127683520138344
68.0,0.06063075208428874
68.1,0.06230011433373877
68.2,0.05882353558614284
68.3,0.06072413039210744
68.4,0.05823231442271368
68.5,0.05965231483714711
68.6,0.05898954464487265
68.7,0.06495546476423973
68.8,0.06370158991236717
68.9,0.0612643038675315
69.0,0.05057939572307403
69.1,0.050737787403584485
69.2,0.04328533103115872
69.3,0.06158866240354887
69.4,0.054242083823620904
69.5,0.06250000656828014
69.6,0.05555554971659937
69.7,0.058942951725752035
69.8,0.07016192120107127
69.9,0.056250013140560995
70.0,0.05856496494400647
70.1,0.05882352322720073
70.2,0.06312189935759638
70.3,0.06882132900966588
70.4,0.06825081899003653
70.5,0.06593452464260587
70.6,0.06820127258101412
70.7,0.058446748252570305
70.8,0.060227022588050017
70.9,0.06712481828668786
71.0,0.0638144962003846
71.1,0.05894980294594236
71.2,0.05318589332254815
71.3,0.05764437627172303
71.4,0.06610830828546117
71.5,0.07647059442739135
71.6,0.07314920559053452
71.7,0.07313840127380049
71.8,0.0718032698501798
71.9,0.06578993690325995
72.0,0.06708335389051975
72.1,0.061807402370132436
72.2,0.057720575455903145
72.3,0.048055333688955724
72.4,0.06133371493959899
72.5,0.06964151360181539
72.6,0.06386034784004953
72.7,0.07288690094448906
72.8,0.06616523791952983
72.9,0.05713481247678135
73.0,0.06304195340932439
73.1,0.06413122258637208
73.2,0.060222840189037674
73.3,0.0683937700947222
73.4,0.06755160626416987
73.5,0.07058822909140616
73.6,0.06807368297572866
73.7,0.06893305794661479
73.8,0.0697510183834508
73.9,0.0682187745322028
74.0,0.06132642457193991
74.1,0.06266815053821001
74.2,0.06510112971157074
74.3,0.07253198587464349
74.4,0.061790850448689844
74.5,0.060014514981575506
74.6,0.05513638624253145
74.7,0.06003040658090121
74.8,0.07180326680155676
74.9,0.07063053887022876
75.0,0.0611661652037741
75.1,0.06249999340052437
75.2,0.05634724091051108
75.3,0.06749597564944723
75.4,0.06276045086247665
75.5,0.047320400595916086
75.6,0.06655121767595243
75.7,0.05910894389256118
75.8,0.06309905255135961
75.9,0.06750443168085245
76.0,0.06429631704634692
76.1,0.07321776612449449
76.2,0.0723434346680454
76.3,0.0646970892438814
76.4,0.06257174067966229
76.5,0.061413577230714785
76.6,0.06121289222753283
76.7,0.07108135215703096
76.8,0.06352581812506661
76.9,0.06770686745391699
77.0,0.06550835937675903
77.1,0.052842041476964655
77.2,0.06525132163966192
77.3,0.05518278775689177
77.4,0.06104672818682746
77.5,0.07083290877012952
77.6,0.06970669093184234
77.7,0.07788955101116429
77.8,0.06875000661548292
77.9,0.07088255938173366
78.0,0.06250000661602773
78.1,0.07329133666447843
78.2,0.08138962826819315
78.3,0.0815082625091238
78.4,0.07114582577920105
78.5,0.06515176443853987
78.6,0.05859762350797287
78.7,0.06324424264284295
78.8,0.060770113758964926
78.9,0.061512911894400814
79.0,0.05882352317909367
79.1,0.06339397867947137
79.2,0.061313702513403165
79.3,0.0679575382001423
79.4,0.053352640793829155
79.5,0.06458724452438469
79.6,0.06275771755695408
79.7,0.0647058761165038
79.8,0.05980092085109781
79.9,0.06628994168549429
80.0,0.05397725645948004
80.1,0.06511708940520634
80.2,0.06295399717091103
80.3,0.05882352317258821
80.4,0.068487706297854
80.5,0.06700850268860377
80.6,0.06861286112567962
80.7,0.06666665959327212
80.8,0.06817352448176038
80.9,0.06423332641125455
81.0,0.05683439051599537
81.1,0.06038270143093577
81.2,0.06268113336441355
81.3,0.05588963341670365
81.4,0.07553396160054152
81.5,0.062253823349968276
81.6,0.059547864047161114
81.7,0.052941182717725965
81.8,0.05362421787359421
81.9,0.053826014586450095
82.0,0.05294118896760125
82.1,0.0666208791908105
82.2,0.06746923152968692
82.3,0.06117514463892031
82.4,0.06443955062849634
82.5,0.061393674137923744
82.6,0.06246253136928289
82.7,0.062324712213959244
82.8,0.06598300983288424
82.9,0.052613378159844716
83.0,0.06360292827796332
83.1,0.058476275844308506
83.2,0.07535695022858306
83.3,0.06943276974478632
83.4,0.06777919419965192
83.5,0.08003905252256992
83.6,0.0649071544234095
83.7,0.06328815409838555
83.8,0.057101497093853676
83.9,0.0588235356707143
84.0,0.06153616841632006
84.1,0.061038525194874335
84.2,0.062499993348773764
84.3,0.06470587609185063
84.4,0.058686381350421556
84.5,0.06625954388903119
84.6,0.06654861431021306
84.7,0.0604138051534351
84.8,0.052471129804376744
84.9,0.0705882415578607
85.0,0.0681930236353691
85.1,0.06118733409878569
85.2,0.06470587608705768
85.3,0.06309651746944257
85.4,0.07222222814048607
85.5,0.05979607582395741
85.6,0.05696437836951447
85.7,0.05282579459225561
85.8,0.06948896784069465
85.9,0.06354609933024052
86.0,0.06916394476198802
86.1,0.06605790246452085
86.2,0.06152928955018405
86.3,0.04699185751599604
86.4,0.06337284111891012
86.5,0.06295303972359154
86.6,0.060870503455305335
86.7,0.04640714013163769
86.8,0.04541843264610504
86.9,0.06667687588095635
87.0,0.05911396076781865
87.1,0.061856395768191214
87.2,0.06525664706534773
87.3,0.0601203885226937
87.4,0.054997185707506065
87.5,0.059650235167476785
87.6,0.061963708124689244
87.7,0.05907189337379213
87.8,0.06160407986636062
87.9,0.06270443382516737
88.0,0.06083542066273299
88.1,0.062123676812645044
88.2,0.06550266479595081
88.3,0.04736928483626357
88.4,0.06404843410239615
88.5,0.05456104836455414
88.6,0.055200117737870896
88.7,0.05538206645283167
88.8,0.058856049690367465
88.9,0.06356017274459146
89.0,0.049314115314417845
