TIME,LABEL,Set,Movement,Moment,Since,Type,end,Sequence,Rest,Gap,Connect,Elide,Phr_end,Phr_begining,Rubato,Rit,Fermata,Precision,Cresc,Fp,Diminuendo,TextDec,Drone,TextInc,revisedT,old_TIME,old_Ratio,Ratio,SoundAmp_pre,SoundAmp_post,SoundAmp_shift,OnsetRate_pre,OnsetRate_post,OnsetRate_shift,QoMmean_pre,QoMmean_post,QoMmean_shift,QoMmedian_pre,QoMmedian_post,QoMmedian_shift
222.864,80.75,1,1,21,29.83,Rest,0.0,0.0,1,1,0,0,1.0,1.0,0,0,0,1,0,1,0,1,0,0,0,222.864,0.5391304348,0.5764705882352941,0.09660882011466274,0.015200569544095871,-0.08140825057056686,0.4760000000000001,0.0,-0.4760000000000001,0.08056853456217553,0.08360143590376284,0.0030329013415873185,0.06763252246959349,0.061111899472356825,-0.006520622997236665
230.304,84.25,1,1,22,7.44,Rest,0.0,0.0,1,1,0,0,1.0,1.0,1,0,0,1,0,1,0,1,0,0,0,230.304,0.4695652174,0.5294117647058824,0.05545501699392089,0.012757477727346006,-0.04269753926657489,0.5359999999999999,0.06,-0.4759999999999999,0.10966818980308782,0.1015112476683456,-0.008156942134742218,0.06852218469385599,0.06891875145260294,0.00039656675874695513
235.8613333,86.75,1,1,23,5.04,Rest,0.0,0.0,0,1,0,0,1.0,1.0,1,0,0,1,1,0,0,0,0,0,1,235.344,0.4608695652,0.49411764705882355,0.05501308351403021,0.023224081747847358,-0.03178900176618285,0.35600000000000004,0.11200000000000002,-0.24400000000000002,0.09948189156766775,0.08406629363068295,-0.015415597936984798,0.06677048696526147,0.06816267594235606,0.0013921889770945883
238.464,87.5,1,1,24,2.35,Rest,0.0,0.0,0,1,0,0,1.0,1.0,0,1,0,1,0,0,1,0,0,0,1,237.696,0.547826087,0.5294117647058824,0.042325074980370345,0.011929448525154419,-0.030395626455215926,0.08,0.192,0.112,0.08820206449317464,0.08235228571338585,-0.005849778779788789,0.07079225213305103,0.06421951161997809,-0.006572740513072939
268.176,103.25,1,1,25,30.48,Elision,0.0,0.0,1,1,0,0,1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,268.176,0.4869565217,0.5764705882352941,0.1108696825475934,0.016024798372059182,-0.09484488417553422,0.256,0.024,-0.232,0.09328128560040613,0.07564232949223906,-0.01763895610816707,0.0689214759303854,0.06177227800136732,-0.007149197929018081
281.952,109.25,1,1,26,13.78,Elision,0.0,0.0,1,1,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,281.952,0.547826087,0.611764705882353,0.05897164324250863,0.009431798351625345,-0.04953984489088328,0.22800000000000004,0.05600000000000001,-0.17200000000000004,0.08273426246640482,0.08148602746640704,-0.0012482349999977799,0.065600379439766,0.059865076461075514,-0.0057353029786904874
291.192,113.5,1,1,27,9.24,Elision,0.0,0.0,0,0,1,0,1.0,1.0,1,0,0,2,0,0,0,0,0,0,0,291.192,0.3826086957,0.38823529411764707,0.04713843522938635,0.009792775992574498,-0.03734565923681185,0.30000000000000004,0.15200000000000002,-0.14800000000000002,0.06564890446837338,0.06987307485981784,0.0042241703914444595,0.054967954864881374,0.060702264638589055,0.005734309773707681
307.4346667,121.25,1,1,28,15.82,Low_onset,0.0,0.0,0,0,0,1,1.0,1.0,0,0,0,2,1,1,0,1,0,0,1,307.011,0.5043478261,0.5176470588235295,0.14891313509095866,0.02776533972152087,-0.12114779536943779,0.2,0.08800000000000001,-0.112,0.08083866273437793,0.07669546423944584,-0.004143198494932082,0.0652498578726842,0.06433986349852447,-0.0009099943741597283
313.9626667,124.5,1,1,29,6.44,Low_Onset,0.0,0.0,0,0,0,1,1.0,1.0,1,0,0,2,0,0,0,1,0,0,1,313.451,0.4956521739,0.4823529411764706,0.05509842747339979,0.03893185255140087,-0.016166574921998918,0.292,0.192,-0.09999999999999998,0.09007373134137134,0.08404075840111278,-0.006032972940258563,0.06882980133331791,0.06749673252813476,-0.001333068805183149
333.648,135,1,1,30,20.2,Elision,0.0,0.0,0,0,0,1,1.0,1.0,1,0,0,2,0,1,1,1,0,0,0,333.648,0.452173913,0.47058823529411764,0.06600430247304175,0.02541338675645217,-0.04059091571658957,0.2880000000000001,0.35200000000000004,0.06399999999999995,0.082690750574362,0.07346737550141581,-0.009223375072946183,0.06392968067078889,0.06486305773144371,0.0009333770606548275
352.44,145,1,1,31,18.79,Low_Onset,0.0,0.0,0,0,0,1,1.0,1.0,0,0,0,2,0,0,1,1,0,0,0,352.44,0.5043478261,0.5294117647058824,0.0839788380070401,0.014180659513564503,-0.0697981784934756,0.324,0.08399999999999999,-0.24000000000000002,0.0792131754303425,0.07032950691175315,-0.00888366851858935,0.06775556873961903,0.06458948112148641,-0.0031660876181326264
364.186,150.99,1,1,32,11.75,Low_Onset,0.0,0.0,0,1,0,0,1.0,1.0,1,0,0,2,1,1,0,0,0,0,0,364.186,0.5913043478,0.5647058823529412,0.055347885972401104,0.02199920350184594,-0.03334868247055516,0.33199999999999996,0.15600000000000003,-0.17599999999999993,0.09447007817935128,0.08948534256373121,-0.004984735615620073,0.0731091428503017,0.06827316406047615,-0.004835978789825557
380.6293333,159.25,1,1,33,16.21,Elision,0.0,0.0,1,1,0,0,1.0,1.0,0,0,0,1,1,1,0,0,0,0,1,380.4,0.4695652174,0.5176470588235295,0.09344140502764739,0.01130971960025946,-0.08213168542738793,0.43200000000000005,0.08,-0.35200000000000004,0.09440597837163525,0.09947581834198915,0.005069839970353901,0.0709199153674047,0.06788117556993203,-0.00303873979747267
382.824,160.25,1,1,34,2.42,Low_Onset,0.0,0.0,1,1,0,0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,382.824,0.5217391304,0.5764705882352941,0.07881577751698252,0.0035427269275629613,-0.07527305058941955,0.012,0.22000000000000003,0.20800000000000002,0.10365577508593138,0.0764519438394216,-0.027203831246509783,0.06941054347535947,0.06003775640035075,-0.009372787075008715
385.2,161.25,1,1,35,2.38,Low_Onset,0.0,0.0,1,1,0,0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,385.2,0.4173913043,0.4235294117647059,0.019330901294841697,0.005749444570153321,-0.013581456724688377,0.032,0.11636363636363636,0.08436363636363636,0.07599022831597955,0.0706996588904932,-0.0052905694254863495,0.060511421811806916,0.05845441297768719,-0.0020570088341197237
